aX,aY,aZ,gX,gY,gZ
-0.06,-0.05,-1.02,-1.1,-4.39,3.97
-0.06,-0.05,-1.02,-1.83,-4.58,3.42
-0.07,-0.05,-1.01,-2.56,-3.97,2.26
-0.06,-0.05,-1.0,-2.62,-3.05,2.5
-0.05,-0.05,-1.0,-2.26,-2.5,2.44
-0.07,-0.04,-1.0,-2.56,-2.93,2.14
-0.08,-0.04,-1.0,-2.2,-3.11,2.01
-0.08,-0.03,-1.01,-1.04,-2.62,2.32
-0.09,-0.03,-1.01,-0.18,-1.95,2.5
-0.1,-0.04,-1.01,0.37,-1.59,2.75
-0.1,-0.04,-1.02,0.67,-0.79,2.87
-0.11,-0.04,-1.02,0.73,0.24,3.05
-0.1,-0.05,-1.03,0.61,0.79,3.54
-0.1,-0.05,-1.02,0.43,1.16,4.76
-0.1,-0.06,-1.03,-0.06,1.4,5.19
-0.08,-0.06,-1.03,-0.98,1.46,5.37
-0.09,-0.06,-1.03,-2.2,0.79,5.0
-0.1,-0.06,-1.02,-3.11,0.49,4.27
-0.1,-0.06,-1.03,-3.23,0.31,4.64
-0.09,-0.06,-1.03,-3.42,-0.31,4.88
-0.1,-0.06,-1.03,-3.72,-0.92,4.27
-0.11,-0.06,-1.03,-3.97,-1.04,3.85
-0.11,-0.05,-1.02,-4.33,-1.34,4.21
-0.11,-0.05,-1.02,-4.27,-1.04,4.09
-0.12,-0.05,-1.02,-3.48,-0.55,3.85
-0.11,-0.05,-1.02,-2.75,0.18,3.85
-0.11,-0.05,-1.02,-1.89,0.79,3.85
-0.1,-0.06,-1.02,-1.22,0.92,3.85
-0.11,-0.06,-1.02,-0.85,1.1,3.48
-0.11,-0.06,-1.02,0.0,2.01,2.75
-0.11,-0.06,-1.02,0.73,2.99,2.26
-0.11,-0.06,-1.01,1.16,2.99,2.08
-0.11,-0.07,-1.03,1.89,2.87,2.26
-0.11,-0.08,-1.03,1.77,2.26,2.26
-0.12,-0.08,-1.04,1.04,1.53,2.2
-0.12,-0.08,-1.04,0.12,0.92,1.95
-0.12,-0.08,-1.04,-0.24,1.04,1.89
-0.12,-0.08,-1.04,0.0,1.34,1.4
-0.13,-0.07,-1.03,0.06,1.83,0.92
-0.13,-0.07,-1.03,0.37,2.38,0.67
-0.13,-0.07,-1.03,0.85,2.62,0.92
-0.14,-0.07,-1.03,0.73,2.75,0.67
-0.14,-0.07,-1.02,0.73,3.11,0.92
-0.13,-0.08,-1.02,0.61,3.54,1.16
-0.12,-0.08,-1.02,0.43,3.42,1.34
-0.12,-0.08,-1.01,0.12,3.05,1.1
-0.12,-0.08,-1.01,0.49,3.6,0.31
-0.12,-0.08,-1.01,1.22,4.58,-0.79
-0.13,-0.08,-1.0,1.59,5.19,-1.46
-0.13,-0.07,-1.0,1.53,5.19,-1.53
-0.13,-0.07,-1.0,1.46,4.76,-1.59
-0.14,-0.07,-1.0,1.4,5.19,-1.77
-0.14,-0.06,-1.0,1.65,6.53,-1.95
-0.14,-0.06,-0.99,1.4,6.96,-2.2
-0.15,-0.05,-0.98,1.34,6.84,-2.01
-0.15,-0.04,-0.97,1.53,6.96,-1.46
-0.14,-0.02,-0.96,2.2,6.77,-1.16
-0.14,-0.02,-0.96,3.54,6.59,-0.98
-0.16,-0.01,-0.96,5.49,7.2,-1.16
-0.14,-0.01,-0.97,7.81,8.61,-1.53
-0.14,-0.01,-0.99,9.22,9.52,-2.14
-0.16,-0.01,-1.0,9.89,9.83,-2.93
-0.17,-0.01,-1.0,10.62,11.05,-3.23
-0.15,-0.01,-1.01,11.6,12.51,-2.87
-0.14,-0.02,-1.01,12.15,12.15,-2.2
-0.13,-0.03,-1.02,11.41,9.89,-1.46
-0.14,-0.04,-1.03,10.25,7.26,-0.55
-0.14,-0.05,-1.03,8.67,5.31,0.85
-0.12,-0.05,-1.03,7.26,3.91,2.26
-0.11,-0.06,-1.03,6.16,3.3,2.99
-0.12,-0.05,-1.02,5.49,3.85,2.14
-0.12,-0.05,-1.02,5.8,5.43,0.98
-0.1,-0.04,-1.01,6.84,7.14,0.12
-0.1,-0.05,-1.01,8.73,8.61,-0.85
-0.11,-0.05,-1.02,10.44,8.91,-1.71
-0.12,-0.06,-1.03,11.23,8.54,-2.26
-0.13,-0.07,-1.04,11.11,8.12,-2.32
-0.14,-0.08,-1.05,10.5,7.63,-1.95
-0.13,-0.08,-1.05,8.97,7.26,-1.34
-0.11,-0.08,-1.05,7.02,6.71,-0.98
-0.12,-0.07,-1.03,5.07,4.94,-0.98
-0.12,-0.06,-1.02,3.78,3.66,-0.98
-0.11,-0.06,-1.01,3.54,3.85,-1.34
-0.1,-0.06,-1.0,4.33,5.43,-2.5
-0.12,-0.05,-0.98,5.43,7.51,-4.21
-0.12,-0.04,-0.97,7.2,9.22,-5.74
-0.11,-0.03,-0.98,9.7,10.5,-6.53
-0.1,-0.04,-0.99,12.27,10.8,-7.08
-0.11,-0.05,-1.02,13.37,9.95,-7.69
-0.12,-0.05,-1.03,12.45,8.67,-8.12
-0.13,-0.05,-1.04,10.74,8.0,-7.57
-0.11,-0.05,-1.05,8.42,6.96,-6.47
-0.1,-0.05,-1.04,5.37,5.43,-5.62
-0.1,-0.04,-1.01,2.75,3.48,-4.82
-0.12,-0.02,-0.99,1.53,2.56,-4.52
-0.13,-0.01,-0.98,1.89,2.62,-3.97
-0.1,-0.01,-0.98,3.05,3.6,-3.23
-0.09,-0.0,-0.98,4.03,3.54,-2.93
-0.09,-0.02,-0.99,4.76,2.5,-2.81
-0.09,-0.03,-1.0,4.64,0.61,-2.2
-0.09,-0.03,-1.0,3.85,-1.16,-1.83
-0.09,-0.04,-1.01,2.44,-2.81,-1.65
-0.11,-0.03,-1.0,0.67,-2.87,-1.59
-0.11,-0.03,-1.0,-0.12,-1.83,-1.4
-0.11,-0.01,-1.0,-0.43,-0.24,-1.34
-0.13,-0.0,-1.0,-1.46,1.1,-1.77
-0.12,-0.0,-0.98,-1.89,3.36,-1.4
-0.08,0.01,-0.97,-0.92,4.58,-1.59
-0.07,0.01,-0.98,0.55,3.23,-1.4
-0.09,0.01,-0.99,1.53,0.98,-1.22
-0.09,0.0,-1.0,2.2,-0.67,-0.49
-0.08,-0.0,-1.01,2.56,-0.31,-0.24
-0.07,-0.01,-1.01,2.99,0.37,-0.49
-0.07,-0.01,-1.03,2.62,0.31,-0.79
-0.08,-0.01,-1.03,1.59,0.79,-1.28
-0.07,-0.01,-1.02,0.43,1.34,-1.28
-0.06,-0.0,-1.01,-0.55,1.28,-1.1
-0.07,0.01,-1.01,-1.1,0.61,-1.28
-0.09,0.02,-1.0,-1.34,-0.06,-1.28
-0.09,0.02,-0.99,-0.79,0.18,-0.92
-0.08,0.02,-0.98,0.31,0.37,0.12
-0.09,0.02,-0.98,0.37,-0.49,1.22
-0.1,0.02,-0.96,0.31,-0.79,1.53
-0.09,0.02,-0.96,1.77,0.37,2.01
-0.05,0.0,-0.97,3.05,0.37,3.17
-0.04,-0.0,-0.96,3.23,-1.34,3.42
-0.03,-0.01,-0.96,3.36,-2.38,2.87
-0.03,-0.01,-0.96,4.21,-2.38,1.65
-0.03,-0.02,-0.97,5.62,-2.01,0.55
-0.04,-0.01,-0.98,6.59,-2.44,0.18
-0.05,-0.01,-1.0,7.51,-3.05,0.55
-0.04,-0.01,-1.01,8.67,-2.08,0.55
-0.04,-0.01,-1.02,9.16,-1.22,0.37
-0.04,-0.02,-1.04,8.73,-2.44,0.79
-0.06,-0.02,-1.05,7.51,-3.72,1.59
-0.06,-0.02,-1.05,5.98,-4.39,2.32
-0.05,-0.01,-1.04,4.33,-4.76,3.66
-0.03,-0.01,-1.04,3.05,-5.43,4.7
-0.04,-0.0,-1.02,2.14,-6.9,5.62
-0.05,-0.0,-1.01,2.01,-8.0,6.47
-0.03,-0.0,-1.0,3.48,-6.77,6.47
-0.02,-0.01,-1.02,4.88,-5.55,5.31
-0.04,-0.01,-1.03,5.55,-4.03,3.48
-0.04,-0.01,-1.03,5.31,-2.93,2.2
-0.05,0.0,-1.02,3.85,-3.36,2.26
-0.06,0.02,-1.01,2.44,-4.39,2.81
-0.06,0.02,-1.0,2.26,-4.33,3.48
-0.05,0.03,-1.0,2.62,-4.09,4.52
-0.06,0.03,-0.99,2.26,-5.19,5.55
-0.07,0.04,-0.96,2.75,-5.8,6.04
-0.08,0.05,-0.96,4.88,-4.46,6.23
-0.08,0.05,-0.95,6.71,-3.6,6.84
-0.1,0.05,-0.94,8.48,-4.03,7.81
-0.07,0.05,-0.95,10.31,-4.39,8.42
-0.05,0.05,-0.96,12.02,-5.0,8.24
-0.06,0.04,-0.96,13.31,-6.04,7.45
-0.03,0.03,-0.97,15.32,-5.74,7.87
0.01,0.01,-1.0,18.07,-5.43,8.18
0.03,-0.0,-1.03,19.65,-5.07,7.39
0.02,-0.02,-1.06,20.2,-4.46,5.62
0.02,-0.02,-1.08,19.04,-3.85,4.39
-0.01,-0.01,-1.09,16.54,-3.6,3.42
-0.02,0.0,-1.08,12.94,-4.09,3.97
-0.04,0.02,-1.05,9.4,-5.19,5.31
-0.03,0.04,-1.03,7.57,-5.74,7.08
-0.02,0.07,-1.0,7.08,-6.35,8.61
-0.02,0.08,-0.99,7.69,-6.29,9.4
-0.01,0.09,-0.99,10.01,-6.65,10.07
0.02,0.08,-1.0,12.39,-6.53,11.05
0.02,0.06,-1.03,14.53,-6.77,11.05
0.03,0.04,-1.05,15.56,-5.8,10.86
0.04,0.03,-1.08,16.11,-3.97,9.64
0.03,0.02,-1.09,15.81,-2.62,8.3
0.06,0.01,-1.1,14.77,-1.71,7.75
0.06,0.01,-1.11,13.31,-0.98,7.02
0.03,0.02,-1.12,10.38,-0.12,5.31
0.01,0.03,-1.11,6.96,0.18,4.76
0.0,0.05,-1.1,3.54,-0.61,6.16
0.01,0.06,-1.08,0.31,-1.04,7.51
0.02,0.06,-1.05,-1.4,-1.34,9.09
0.04,0.06,-1.03,-1.77,-1.16,9.95
0.06,0.06,-1.02,-0.67,-0.18,9.46
0.06,0.05,-1.04,0.79,0.43,8.85
0.06,0.04,-1.04,1.53,0.73,8.61
0.06,0.04,-1.07,1.77,1.16,8.24
0.05,0.03,-1.07,0.49,1.28,7.39
0.07,0.04,-1.06,-1.95,1.77,7.32
0.04,0.06,-1.05,-3.85,2.08,6.35
0.01,0.07,-1.03,-4.76,2.38,5.43
0.04,0.08,-1.02,-4.94,3.23,5.86
0.05,0.07,-1.03,-5.0,3.42,6.65
0.06,0.07,-1.01,-5.37,3.3,6.1
0.07,0.06,-1.01,-4.76,3.36,5.13
0.07,0.06,-1.01,-4.21,2.75,4.21
0.06,0.07,-1.0,-3.97,1.65,3.78
0.04,0.06,-1.0,-3.36,1.4,2.93
0.03,0.07,-1.01,-2.87,1.77,1.89
0.03,0.07,-1.0,-2.69,2.08,1.53
0.02,0.07,-1.0,-2.38,1.83,1.95
0.02,0.07,-1.0,-1.89,2.08,2.62
0.04,0.06,-0.99,-0.85,3.05,3.23
0.08,0.05,-1.0,0.55,3.91,3.78
0.11,0.03,-1.01,2.2,4.82,3.54
0.13,0.01,-1.02,3.78,5.68,2.62
0.15,-0.0,-1.04,4.46,5.37,1.28
0.14,-0.01,-1.06,4.27,4.27,-0.79
0.13,-0.01,-1.07,2.81,3.85,-2.26
0.1,0.01,-1.08,0.55,3.54,-3.91
0.06,0.03,-1.07,-2.26,3.66,-5.25
0.03,0.06,-1.06,-4.64,3.36,-5.55
0.01,0.09,-1.04,-6.53,3.17,-4.52
0.01,0.11,-1.02,-7.2,3.85,-3.17
0.03,0.11,-1.01,-6.29,4.88,-2.01
0.05,0.1,-1.02,-4.39,5.49,-1.28
0.05,0.09,-1.01,-2.75,5.31,-0.61
0.08,0.06,-1.01,-1.34,5.92,-0.12
0.14,0.03,-1.02,0.37,7.32,-0.73
0.18,0.0,-1.02,0.85,7.69,-2.26
0.14,-0.0,-1.03,0.0,6.65,-5.19
0.1,0.01,-1.02,-2.01,6.1,-8.42
0.05,0.04,-1.02,-4.03,6.1,-10.31
-0.0,0.07,-1.02,-5.37,5.13,-10.38
-0.05,0.1,-1.0,-6.77,5.0,-8.97
-0.02,0.12,-0.98,-6.65,6.35,-6.59
0.0,0.12,-0.99,-4.7,6.35,-4.58
-0.03,0.11,-0.98,-2.5,5.31,-3.85
-0.02,0.09,-1.0,0.73,6.35,-2.99
0.04,0.05,-1.03,4.27,8.61,-2.2
0.06,0.02,-1.03,5.19,8.97,-2.08
0.09,-0.01,-1.0,4.76,7.81,-2.44
0.1,-0.02,-1.02,6.35,7.87,-3.6
0.06,-0.02,-1.04,6.29,7.26,-6.71
-0.0,0.0,-1.02,3.3,5.49,-9.16
-0.03,0.03,-1.01,1.83,4.64,-9.34
-0.04,0.05,-1.03,2.26,5.0,-8.36
-0.07,0.07,-1.03,2.69,5.13,-7.93
-0.07,0.06,-1.05,3.72,6.35,-6.35
-0.06,0.06,-1.07,4.88,7.87,-4.82
-0.07,0.04,-1.09,5.07,7.69,-3.66
-0.07,0.03,-1.08,3.85,7.51,-2.75
-0.06,0.01,-1.06,2.2,8.24,-1.89
-0.04,0.0,-1.04,0.55,8.36,-1.46
-0.01,0.0,-0.99,-1.34,7.2,-1.4
0.01,0.01,-0.98,-0.55,5.74,-1.77
-0.01,0.01,-0.98,1.1,4.15,-3.05
-0.07,0.02,-1.0,2.26,1.1,-4.76
-0.11,0.04,-1.0,3.72,-0.06,-4.76
-0.13,0.04,-1.02,5.25,1.16,-3.66
-0.14,0.04,-1.04,7.02,2.56,-2.32
-0.13,0.03,-1.07,8.54,4.33,-0.49
-0.13,0.02,-1.09,7.57,5.74,1.71
-0.12,0.0,-1.09,4.58,5.98,4.15
-0.1,-0.0,-1.08,0.18,5.25,7.32
-0.09,0.0,-1.05,-4.94,3.54,9.89
-0.05,0.01,-0.99,-7.87,2.08,11.72
0.0,0.01,-0.94,-7.2,2.14,11.66
0.01,0.0,-0.93,-3.11,2.38,8.85
-0.01,-0.01,-0.93,2.14,3.66,4.21
-0.02,-0.03,-0.96,8.36,6.1,0.06
-0.03,-0.04,-0.99,13.06,8.42,-2.93
-0.06,-0.05,-1.02,14.89,10.31,-4.94
-0.09,-0.06,-1.06,13.79,10.62,-5.55
-0.1,-0.06,-1.08,9.7,10.01,-4.82
-0.15,-0.04,-1.1,2.99,6.84,-3.6
-0.19,-0.0,-1.08,-5.8,3.54,-1.34
-0.19,0.03,-1.04,-13.31,1.71,2.56
-0.15,0.05,-1.01,-17.82,-0.24,7.02
-0.12,0.07,-0.98,-20.69,-2.62,9.4
-0.13,0.08,-0.93,-20.81,-4.33,9.83
-0.12,0.07,-0.92,-16.66,-4.82,10.38
-0.1,0.06,-0.9,-11.96,-2.99,9.4
-0.08,0.04,-0.9,-6.77,-0.61,6.71
-0.07,0.01,-0.92,-1.22,2.01,3.36
-0.09,-0.0,-0.97,2.87,4.33,0.12
-0.12,-0.01,-1.0,3.85,5.74,-1.89
-0.16,0.0,-1.01,1.4,5.98,-2.87
-0.19,0.02,-1.01,-2.87,5.31,-2.2
-0.21,0.05,-0.99,-6.65,3.97,-0.31
-0.19,0.06,-0.98,-8.67,3.17,2.87
-0.2,0.07,-0.98,-9.95,1.71,5.74
-0.18,0.06,-0.96,-11.11,0.12,8.85
-0.15,0.06,-0.96,-10.86,-0.73,10.74
-0.12,0.05,-0.95,-9.58,-0.24,10.62
-0.09,0.03,-0.95,-7.26,2.01,8.0
-0.07,-0.0,-0.98,-4.82,5.43,4.09
-0.07,-0.03,-1.0,-4.27,8.12,0.18
-0.1,-0.04,-0.99,-5.31,10.01,-2.32
-0.12,-0.03,-0.99,-7.08,11.29,-3.17
-0.13,-0.02,-0.97,-8.3,12.21,-2.81
-0.13,-0.01,-0.96,-9.03,11.84,-2.2
-0.15,-0.01,-0.97,-8.42,10.93,-1.77
-0.18,0.0,-0.97,-7.08,10.56,-1.53
-0.2,0.0,-0.98,-5.25,11.29,-1.28
-0.19,-0.01,-0.99,-2.99,12.88,-0.49
-0.2,-0.02,-1.01,-1.65,13.73,0.31
-0.22,-0.02,-1.03,-1.34,14.1,0.55
-0.2,-0.02,-1.03,-2.44,14.53,0.98
-0.2,-0.02,-1.03,-4.15,14.59,0.73
-0.23,-0.02,-1.04,-5.86,14.1,-0.18
-0.24,-0.01,-1.03,-8.36,12.94,-0.61
-0.25,0.0,-1.0,-11.17,11.17,0.18
-0.25,0.01,-0.99,-12.39,9.03,1.4
-0.27,0.01,-0.98,-12.45,7.45,2.2
-0.28,0.02,-0.97,-12.33,6.16,3.6
-0.27,0.02,-0.95,-11.66,5.37,5.8
-0.26,0.02,-0.96,-10.31,5.13,7.63
-0.25,0.01,-0.95,-9.34,5.0,8.54
-0.25,0.01,-0.95,-8.79,4.52,8.85
-0.24,0.0,-0.95,-7.45,4.27,8.91
-0.24,-0.0,-0.94,-5.74,4.64,8.18
-0.23,-0.0,-0.95,-4.09,4.76,7.14
-0.22,-0.01,-0.96,-2.5,3.48,6.41
-0.23,-0.01,-0.97,-1.16,1.22,5.8
-0.27,-0.01,-0.98,0.06,-0.18,4.76
-0.28,-0.01,-0.99,1.04,-0.06,4.27
-0.27,-0.01,-1.0,2.01,0.24,4.7
-0.29,-0.01,-1.0,2.75,0.43,4.94
-0.3,-0.0,-1.0,3.17,0.73,5.55
-0.3,-0.0,-1.0,3.42,1.04,7.2
-0.27,-0.01,-1.01,4.03,0.98,9.22
-0.25,-0.02,-1.02,4.82,0.73,10.01
-0.25,-0.03,-1.03,5.25,1.22,9.03
-0.24,-0.04,-1.03,5.37,2.26,7.93
-0.23,-0.05,-1.04,4.46,2.2,7.26
-0.24,-0.05,-1.04,2.93,1.65,7.08
-0.24,-0.04,-1.02,1.1,0.37,6.77
-0.23,-0.04,-1.01,-0.12,-0.55,6.59
-0.23,-0.03,-0.99,-0.55,-0.85,6.1
-0.23,-0.03,-0.98,-0.12,-0.79,5.62
-0.23,-0.03,-0.97,1.4,-0.06,5.07
-0.22,-0.04,-0.98,3.72,1.34,4.94
-0.22,-0.05,-1.0,5.19,2.38,4.15
-0.21,-0.06,-1.01,5.19,2.56,3.6
-0.21,-0.07,-1.02,4.15,1.95,3.3
-0.21,-0.06,-1.0,2.5,1.22,3.05
-0.2,-0.05,-0.98,1.1,0.31,3.17
-0.2,-0.05,-0.97,0.67,-0.61,2.99
-0.21,-0.04,-0.96,1.4,-1.16,2.69
-0.2,-0.04,-0.96,2.99,-0.79,2.5
-0.18,-0.05,-0.97,5.0,0.43,2.2
-0.16,-0.06,-0.98,7.02,1.16,1.16
-0.15,-0.07,-1.0,8.3,2.32,0.06
-0.15,-0.07,-1.02,8.0,2.75,-0.85
-0.15,-0.07,-1.01,6.59,2.08,-0.92
-0.15,-0.07,-1.01,4.76,1.28,-0.92
-0.15,-0.06,-1.0,3.54,0.73,-1.16
-0.17,-0.05,-0.99,2.93,0.49,-1.46
-0.18,-0.04,-0.99,2.69,0.55,-1.65
-0.19,-0.03,-0.99,2.93,0.98,-1.65
-0.19,-0.03,-1.0,3.6,1.28,-1.65
-0.2,-0.03,-1.01,3.72,1.04,-1.46
-0.21,-0.03,-1.02,2.75,0.18,-1.4
-0.22,-0.03,-1.02,1.04,-0.37,-1.16
-0.23,-0.02,-1.0,-0.67,-0.85,-0.79
-0.23,-0.01,-0.99,-2.56,-1.46,-0.06
-0.23,-0.01,-0.98,-3.66,-2.32,0.98
-0.23,-0.0,-0.96,-4.64,-2.99,1.4
-0.23,-0.0,-0.95,-5.13,-3.48,1.4
-0.23,0.0,-0.94,-5.19,-3.91,1.46
-0.22,0.0,-0.94,-4.82,-4.52,1.28
-0.22,0.01,-0.93,-4.46,-5.55,1.46
-0.23,0.01,-0.93,-3.36,-6.04,1.28
-0.23,0.02,-0.93,-1.46,-5.8,1.04
-0.22,0.02,-0.93,1.46,-4.64,0.73
-0.22,0.02,-0.94,4.27,-3.6,0.12
-0.23,0.01,-0.96,6.65,-2.69,-0.49
-0.23,0.01,-0.99,8.67,-2.01,-0.37
-0.23,0.0,-1.01,9.46,-2.01,0.12
-0.22,-0.01,-1.03,9.52,-2.14,0.61
-0.21,-0.03,-1.04,8.42,-2.99,1.4
-0.21,-0.03,-1.03,6.41,-4.27,1.83
-0.21,-0.04,-1.03,4.64,-5.0,2.38
-0.2,-0.05,-1.03,3.66,-4.88,3.3
-0.19,-0.05,-1.02,2.38,-5.0,3.48
-0.2,-0.05,-1.02,0.92,-5.19,3.23
-0.21,-0.05,-1.02,0.06,-4.64,3.11
-0.21,-0.04,-1.02,-0.85,-4.15,3.6
-0.21,-0.03,-1.02,-2.08,-4.7,4.33
-0.19,-0.03,-1.02,-3.05,-5.31,5.62
-0.18,-0.03,-1.02,-3.66,-5.98,6.23
-0.18,-0.03,-1.01,-3.91,-5.68,5.98
-0.16,-0.02,-1.0,-3.66,-4.94,5.55
-0.14,-0.02,-0.98,-2.93,-5.07,4.88
-0.12,-0.02,-0.97,-0.92,-4.7,3.54
-0.12,-0.02,-0.97,2.81,-3.05,1.53
-0.11,-0.03,-0.98,5.98,-1.4,-0.31
-0.1,-0.04,-1.0,8.3,-0.79,-1.46
-0.13,-0.05,-1.02,9.16,-0.98,-1.89
-0.14,-0.06,-1.03,8.85,-1.22,-2.08
-0.13,-0.06,-1.05,7.45,-1.46,-1.71
-0.14,-0.06,-1.05,5.13,-2.62,-1.53
-0.15,-0.05,-1.03,2.75,-3.66,-1.34
-0.15,-0.04,-1.01,0.98,-3.78,-0.61
-0.13,-0.03,-1.0,0.79,-3.23,-0.24
-0.13,-0.02,-0.97,1.77,-2.44,-0.85
-0.11,-0.02,-0.96,4.09,-0.67,-1.65
-0.11,-0.02,-0.98,7.14,1.1,-2.69
-0.13,-0.03,-0.99,8.67,1.77,-3.85
-0.12,-0.04,-1.01,8.97,1.28,-3.66
-0.11,-0.04,-1.01,8.3,0.06,-3.17
-0.11,-0.04,-1.01,6.84,-1.46,-3.23
-0.12,-0.04,-1.01,5.25,-2.69,-3.54
-0.15,-0.03,-1.0,3.85,-3.48,-4.03
-0.18,-0.02,-1.0,3.3,-2.56,-4.15
-0.17,-0.0,-1.0,3.17,-0.67,-3.3
-0.15,0.01,-0.97,2.75,0.06,-2.26
-0.12,0.02,-0.95,3.54,0.61,-1.71
-0.1,0.01,-0.96,6.29,1.16,-2.08
-0.1,-0.0,-0.98,9.28,2.01,-2.93
-0.11,-0.02,-1.01,10.86,2.08,-3.6
-0.12,-0.02,-1.01,10.38,1.59,-3.42
-0.1,-0.03,-1.01,9.64,1.59,-3.17
-0.08,-0.04,-1.03,8.48,2.44,-3.17
-0.1,-0.04,-1.04,5.98,2.32,-3.17
-0.12,-0.03,-1.03,2.75,0.73,-3.11
-0.13,-0.02,-1.0,0.12,-0.12,-2.75
-0.13,-0.02,-1.0,-1.04,-0.85,-2.08
-0.13,-0.01,-0.99,-2.01,-1.53,-1.4
-0.12,-0.01,-0.96,-2.56,-1.53,-0.73
-0.11,-0.01,-0.97,-1.59,-0.37,-0.55
-0.1,-0.01,-0.96,-0.92,-0.06,-0.67
-0.08,-0.01,-0.94,-0.37,-0.43,-0.85
-0.1,-0.01,-0.95,2.38,0.49,-1.71
-0.11,-0.02,-0.97,5.0,1.83,-2.69
-0.1,-0.02,-0.98,6.65,2.81,-3.36
-0.11,-0.01,-1.0,7.45,2.62,-3.91
-0.15,-0.0,-1.01,6.65,2.2,-4.76
-0.17,0.0,-1.03,4.7,1.65,-4.46
-0.18,0.01,-1.04,1.04,-0.49,-2.5
-0.19,0.02,-1.02,-3.05,-2.87,-0.24
-0.18,0.03,-0.99,-6.1,-3.72,2.32
-0.14,0.04,-0.96,-7.08,-3.6,4.64
-0.13,0.05,-0.91,-5.37,-3.05,5.31
-0.1,0.04,-0.9,-0.18,-0.85,4.33
-0.08,0.01,-0.93,6.29,2.08,2.32
-0.08,-0.0,-0.95,10.31,3.36,0.55
-0.07,-0.02,-0.95,12.82,3.54,-0.67
-0.05,-0.03,-0.98,14.47,3.48,-1.04
-0.04,-0.04,-1.01,14.34,1.77,-1.46
-0.07,-0.04,-1.03,12.7,-0.67,-2.01
-0.09,-0.04,-1.03,9.95,-2.44,-2.2
-0.1,-0.02,-1.03,7.26,-3.78,-1.46
-0.11,-0.01,-1.04,5.31,-5.13,-0.37
-0.1,-0.0,-1.02,3.6,-5.55,1.16
-0.08,0.02,-1.0,2.56,-4.46,2.14
-0.07,0.03,-0.97,3.48,-2.62,2.26
-0.04,0.03,-0.97,6.71,-1.1,1.71
-0.03,0.03,-0.97,10.31,0.43,0.43
-0.03,0.02,-0.99,13.92,1.89,-1.34
-0.05,0.02,-1.01,16.72,2.93,-2.75
-0.07,0.03,-1.03,17.4,3.42,-3.48
-0.08,0.03,-1.04,16.72,2.93,-2.99
-0.08,0.03,-1.04,15.01,1.77,-1.95
-0.06,0.03,-1.04,12.57,0.31,-0.79
-0.07,0.04,-1.03,10.93,-1.1,0.12
-0.08,0.05,-1.03,10.31,-1.1,0.98
-0.07,0.04,-1.03,10.13,-0.37,2.38
-0.05,0.04,-1.04,9.77,-1.16,3.78
-0.07,0.05,-1.04,8.97,-2.08,4.7
-0.07,0.05,-1.03,8.73,-1.22,5.07
-0.05,0.06,-1.03,9.09,-0.73,5.25
-0.05,0.07,-1.01,9.95,-0.85,5.25
-0.04,0.07,-1.02,11.66,-0.55,4.7
-0.06,0.06,-1.03,13.37,-0.31,3.97
-0.06,0.05,-1.05,14.22,0.43,3.72
-0.06,0.04,-1.08,13.67,1.22,3.66
-0.06,0.03,-1.09,11.47,1.28,4.27
-0.06,0.03,-1.09,8.36,0.49,5.68
-0.06,0.05,-1.08,5.25,-0.06,6.9
-0.05,0.06,-1.05,2.5,-0.06,8.06
-0.03,0.08,-1.01,1.1,-0.49,8.42
-0.02,0.09,-1.0,1.89,-0.06,8.0
-0.04,0.1,-0.99,3.48,0.06,6.41
-0.03,0.09,-1.0,6.35,-1.04,6.23
-0.03,0.09,-1.01,8.06,-1.59,6.04
-0.03,0.08,-1.01,8.54,-1.59,5.55
-0.01,0.07,-1.03,8.79,-1.53,5.55
-0.03,0.08,-1.04,7.75,-2.93,5.37
-0.06,0.08,-1.02,6.1,-4.09,5.43
-0.03,0.09,-1.0,5.74,-3.66,6.77
0.01,0.08,-1.02,6.71,-3.3,7.32
-0.01,0.08,-1.02,6.96,-4.09,6.41
-0.02,0.08,-1.02,7.87,-3.66,5.31
-0.01,0.07,-1.05,9.34,-2.26,4.39
-0.04,0.07,-1.06,9.22,-1.53,3.66
-0.05,0.07,-1.07,8.12,-1.04,3.91
-0.05,0.07,-1.08,6.35,-0.55,4.58
-0.06,0.08,-1.08,3.66,-1.22,5.92
-0.07,0.08,-1.06,0.85,-1.59,7.69
-0.07,0.1,-1.04,-0.85,-1.1,9.58
-0.04,0.1,-1.02,-1.46,-0.55,11.17
-0.03,0.09,-1.01,-0.98,0.06,11.66
-0.01,0.09,-1.01,-0.12,0.98,10.99
-0.01,0.08,-1.01,0.79,1.65,9.83
-0.01,0.08,-1.01,1.53,1.4,8.3
-0.01,0.07,-1.03,1.22,0.67,7.51
-0.03,0.07,-1.02,0.18,-0.12,6.59
