aX,aY,aZ,gX,gY,gZ
-0.81,-0.24,0.34,-2.5,-75.81,4.15
-0.83,-0.24,0.34,-1.04,-73.97,4.46
-0.83,-0.24,0.33,1.89,-71.96,5.31
-0.82,-0.25,0.32,4.33,-70.19,6.29
-0.82,-0.25,0.31,6.1,-68.12,6.77
-0.81,-0.27,0.29,7.08,-66.65,6.35
-0.81,-0.26,0.27,5.25,-66.04,5.31
-0.83,-0.25,0.27,0.43,-67.63,3.85
-0.86,-0.23,0.28,-3.66,-68.79,3.11
-0.87,-0.22,0.29,-5.92,-68.48,2.69
-0.88,-0.21,0.29,-6.35,-68.6,3.36
-0.89,-0.21,0.29,-5.19,-70.5,4.94
-0.9,-0.22,0.26,-2.87,-72.08,6.96
-0.9,-0.23,0.24,-0.67,-72.75,9.4
-0.89,-0.23,0.23,1.04,-72.14,10.62
-0.87,-0.26,0.2,3.54,-70.37,10.93
-0.85,-0.28,0.18,3.66,-68.3,9.7
-0.86,-0.27,0.17,0.31,-67.81,6.71
-0.88,-0.26,0.16,-3.97,-69.52,4.33
-0.9,-0.24,0.16,-7.69,-69.46,3.17
-0.9,-0.23,0.17,-9.83,-67.75,2.5
-0.9,-0.23,0.16,-9.46,-67.63,2.93
-0.89,-0.24,0.16,-8.67,-67.5,3.66
-0.89,-0.23,0.16,-8.73,-67.69,3.54
-0.9,-0.23,0.15,-7.39,-69.34,3.85
-0.9,-0.25,0.12,-5.07,-70.19,5.13
-0.89,-0.24,0.11,-4.39,-69.34,4.88
-0.9,-0.24,0.1,-4.27,-69.27,4.94
-0.89,-0.26,0.06,-3.17,-70.31,5.86
-0.88,-0.27,0.03,-4.03,-69.7,5.68
-0.88,-0.26,0.04,-8.36,-68.6,4.03
-0.89,-0.25,0.05,-12.08,-68.85,2.38
-0.91,-0.25,0.05,-12.76,-68.97,1.71
-0.9,-0.23,0.05,-12.82,-68.3,1.71
-0.91,-0.22,0.06,-12.88,-68.66,2.38
-0.9,-0.22,0.05,-10.38,-70.07,3.91
-0.9,-0.23,0.01,-7.08,-70.74,5.25
-0.89,-0.23,-0.0,-5.68,-72.27,6.04
-0.89,-0.24,-0.02,-4.64,-74.04,7.2
-0.89,-0.24,-0.04,-3.3,-73.79,7.51
-0.89,-0.24,-0.05,-2.32,-72.63,7.2
-0.89,-0.24,-0.08,-1.46,-73.67,7.63
-0.89,-0.26,-0.12,-1.4,-75.74,8.54
-0.88,-0.26,-0.13,-2.75,-75.5,8.12
-0.89,-0.26,-0.14,-3.97,-74.04,7.08
-0.89,-0.27,-0.15,-3.72,-72.63,7.02
-0.88,-0.28,-0.17,-4.09,-72.2,7.87
-0.88,-0.28,-0.18,-5.68,-72.2,8.3
-0.87,-0.27,-0.18,-7.39,-72.33,8.0
-0.88,-0.28,-0.17,-8.36,-71.9,7.45
-0.89,-0.27,-0.2,-6.65,-71.96,7.75
-0.88,-0.28,-0.23,-4.64,-71.29,8.61
-0.87,-0.28,-0.22,-5.43,-69.64,8.97
-0.86,-0.28,-0.22,-4.88,-68.97,8.79
-0.85,-0.29,-0.26,-3.11,-69.89,8.67
-0.86,-0.29,-0.27,-3.6,-70.37,8.06
-0.87,-0.27,-0.28,-5.0,-70.74,6.9
-0.87,-0.27,-0.29,-4.82,-71.47,7.2
-0.87,-0.26,-0.31,-2.93,-71.53,8.24
-0.87,-0.26,-0.33,-0.92,-71.35,9.46
-0.88,-0.27,-0.36,0.92,-70.98,11.23
-0.86,-0.3,-0.39,1.83,-68.54,12.27
-0.85,-0.3,-0.39,-0.24,-64.76,11.29
-0.84,-0.31,-0.37,-2.62,-62.99,10.44
-0.83,-0.33,-0.37,-3.66,-62.99,10.07
-0.83,-0.33,-0.35,-5.19,-62.26,8.42
-0.83,-0.31,-0.34,-5.68,-62.81,6.23
-0.85,-0.31,-0.35,-4.03,-66.16,5.68
-0.86,-0.31,-0.37,-1.89,-68.54,7.08
-0.86,-0.29,-0.39,-0.12,-68.42,8.61
-0.85,-0.27,-0.38,1.83,-68.66,10.13
-0.84,-0.28,-0.41,6.16,-69.03,12.88
-0.8,-0.29,-0.45,11.29,-66.59,15.01
-0.79,-0.3,-0.48,14.16,-62.38,14.28
-0.79,-0.31,-0.5,14.95,-60.18,12.63
-0.78,-0.33,-0.53,13.73,-58.04,10.74
-0.78,-0.32,-0.54,8.85,-56.21,7.02
-0.79,-0.32,-0.52,3.05,-55.91,3.6
-0.8,-0.3,-0.52,-0.73,-57.01,1.53
-0.79,-0.28,-0.51,-2.99,-56.88,0.43
-0.81,-0.26,-0.51,-3.23,-58.11,0.43
-0.81,-0.26,-0.52,-1.1,-58.9,2.69
-0.81,-0.26,-0.54,2.26,-57.37,6.1
-0.78,-0.26,-0.54,5.43,-53.47,8.73
-0.77,-0.27,-0.55,8.79,-50.84,10.86
-0.76,-0.3,-0.6,13.43,-48.58,12.15
-0.75,-0.31,-0.63,15.26,-44.98,12.21
-0.75,-0.31,-0.63,13.43,-41.81,10.44
-0.75,-0.32,-0.63,10.99,-40.16,8.73
-0.74,-0.33,-0.65,8.42,-38.57,6.9
-0.75,-0.32,-0.64,4.88,-37.29,4.27
-0.76,-0.31,-0.63,2.38,-36.44,2.75
-0.76,-0.32,-0.63,2.2,-34.79,2.99
-0.74,-0.33,-0.63,2.01,-31.92,3.3
-0.74,-0.31,-0.61,0.24,-30.88,2.62
-0.77,-0.31,-0.61,-0.06,-32.04,2.38
-0.77,-0.32,-0.63,1.1,-31.56,3.36
-0.76,-0.3,-0.62,1.46,-28.81,3.91
-0.76,-0.3,-0.62,2.5,-26.55,4.21
-0.77,-0.3,-0.64,5.25,-24.41,4.76
-0.76,-0.29,-0.65,7.69,-20.75,5.68
-0.75,-0.29,-0.66,9.09,-16.97,6.77
-0.74,-0.29,-0.68,10.62,-14.4,7.93
-0.72,-0.3,-0.7,10.93,-12.88,9.16
-0.69,-0.31,-0.71,10.5,-12.33,9.4
-0.68,-0.32,-0.73,9.58,-11.96,8.67
-0.68,-0.32,-0.74,7.63,-10.93,7.45
-0.68,-0.33,-0.73,5.31,-9.83,6.41
-0.68,-0.34,-0.73,4.33,-8.85,5.92
-0.67,-0.36,-0.72,3.11,-7.51,5.0
-0.68,-0.35,-0.71,1.16,-6.23,2.75
-0.69,-0.34,-0.69,0.31,-4.88,0.73
-0.7,-0.33,-0.68,0.79,-3.17,-0.43
-0.71,-0.32,-0.68,1.65,-2.08,-0.24
-0.71,-0.31,-0.68,2.38,-1.1,0.43
-0.71,-0.31,-0.69,4.09,0.55,0.92
-0.7,-0.32,-0.7,4.88,2.5,1.46
-0.68,-0.32,-0.69,3.66,4.39,1.53
-0.69,-0.31,-0.67,1.71,5.37,-0.06
-0.7,-0.33,-0.66,1.16,6.29,-1.22
-0.69,-0.34,-0.66,0.0,7.69,-2.14
-0.7,-0.34,-0.65,-3.6,7.08,-4.15
-0.72,-0.33,-0.63,-7.57,5.55,-6.96
-0.74,-0.31,-0.61,-9.58,5.49,-8.97
-0.77,-0.29,-0.57,-10.5,5.55,-9.4
-0.78,-0.26,-0.55,-9.64,4.7,-7.81
-0.8,-0.24,-0.54,-6.16,4.52,-5.19
-0.8,-0.24,-0.54,-0.18,5.92,-1.83
-0.78,-0.25,-0.57,6.1,7.2,2.32
-0.76,-0.27,-0.63,11.11,7.51,6.9
-0.73,-0.29,-0.66,14.22,8.97,9.83
-0.7,-0.32,-0.7,16.24,11.35,11.05
-0.67,-0.35,-0.74,16.36,13.18,10.07
-0.65,-0.36,-0.77,13.73,14.53,7.45
-0.63,-0.36,-0.79,10.07,15.81,3.42
-0.64,-0.34,-0.79,6.23,17.7,-0.49
-0.65,-0.33,-0.8,4.15,20.63,-2.87
-0.65,-0.32,-0.8,3.17,24.66,-3.78
-0.64,-0.31,-0.79,3.11,29.17,-3.85
-0.65,-0.31,-0.79,3.78,33.14,-3.72
-0.65,-0.32,-0.77,3.91,37.9,-3.85
-0.65,-0.32,-0.73,2.75,44.68,-5.25
-0.67,-0.31,-0.69,0.73,49.62,-7.63
-0.69,-0.3,-0.65,-1.1,51.82,-9.4
-0.72,-0.29,-0.62,-2.26,53.59,-10.74
-0.74,-0.27,-0.58,-3.17,55.3,-11.9
-0.75,-0.27,-0.55,-2.99,56.46,-12.51
-0.76,-0.26,-0.53,-2.01,57.19,-12.57
-0.78,-0.25,-0.53,-0.43,57.43,-12.15
-0.79,-0.25,-0.53,2.01,58.65,-10.8
-0.78,-0.25,-0.53,4.58,59.88,-8.54
-0.76,-0.27,-0.56,6.47,60.67,-6.84
-0.76,-0.29,-0.57,6.53,60.49,-6.9
-0.75,-0.31,-0.58,4.88,62.01,-8.48
-0.75,-0.31,-0.58,1.16,63.72,-12.21
-0.77,-0.31,-0.56,-3.97,64.03,-16.48
-0.8,-0.32,-0.55,-7.75,64.82,-19.84
-0.82,-0.31,-0.5,-11.72,67.38,-22.89
-0.84,-0.28,-0.44,-15.81,69.09,-25.33
-0.87,-0.25,-0.4,-17.09,68.85,-25.94
-0.9,-0.22,-0.35,-14.47,68.42,-24.84
-0.92,-0.19,-0.33,-9.03,68.24,-21.67
-0.93,-0.18,-0.32,-1.4,67.5,-16.36
-0.93,-0.18,-0.34,6.77,66.53,-9.89
-0.93,-0.19,-0.37,14.71,66.41,-4.33
-0.91,-0.22,-0.4,20.63,68.3,-0.98
-0.89,-0.24,-0.43,23.62,70.5,1.22
-0.87,-0.25,-0.45,24.11,71.78,2.38
-0.86,-0.28,-0.46,21.85,72.57,1.89
-0.86,-0.27,-0.46,17.76,73.91,0.43
-0.86,-0.27,-0.42,12.39,74.77,-1.16
-0.86,-0.28,-0.39,8.54,75.38,-2.32
-0.86,-0.29,-0.36,5.13,76.66,-3.91
-0.88,-0.27,-0.31,1.28,77.82,-6.65
-0.91,-0.25,-0.26,0.43,79.28,-8.97
-0.94,-0.25,-0.23,3.54,81.97,-9.28
-0.94,-0.24,-0.21,8.42,84.9,-7.69
-0.92,-0.25,-0.2,13.79,86.06,-4.39
-0.88,-0.28,-0.21,18.25,85.69,-2.44
-0.87,-0.27,-0.23,19.23,83.98,-2.93
-0.89,-0.26,-0.23,17.27,81.73,-4.09
-0.86,-0.28,-0.24,14.16,81.05,-4.33
-0.84,-0.29,-0.24,8.61,81.85,-7.14
-0.85,-0.26,-0.2,0.37,82.21,-12.08
-0.88,-0.23,-0.15,-6.65,82.03,-16.11
-0.91,-0.2,-0.12,-9.34,83.8,-18.43
-0.93,-0.17,-0.08,-9.28,87.34,-18.92
-0.95,-0.14,-0.03,-7.45,89.66,-17.33
-0.94,-0.14,0.02,-2.62,91.37,-13.85
-0.92,-0.14,0.03,4.7,91.67,-10.01
-0.93,-0.15,0.03,10.86,88.01,-6.16
-0.9,-0.18,0.02,14.89,83.86,-2.32
-0.88,-0.21,-0.01,16.78,81.85,-1.04
-0.86,-0.23,-0.01,13.98,81.42,-1.53
-0.86,-0.23,-0.01,7.63,80.87,-3.78
-0.88,-0.22,0.01,1.16,81.36,-7.02
-0.9,-0.2,0.04,-3.6,83.01,-9.77
-0.92,-0.18,0.07,-6.04,84.53,-10.74
-0.93,-0.16,0.1,-6.23,86.12,-10.38
-0.92,-0.16,0.15,-3.6,88.01,-8.48
-0.9,-0.16,0.16,1.83,89.54,-6.96
-0.9,-0.16,0.17,6.96,87.71,-5.19
-0.89,-0.17,0.17,11.35,84.78,-2.87
-0.87,-0.19,0.16,14.83,83.92,-1.59
-0.86,-0.2,0.16,14.77,84.23,-2.08
-0.86,-0.21,0.16,11.6,84.05,-3.3
-0.86,-0.22,0.18,7.02,84.11,-5.0
-0.86,-0.21,0.21,1.89,84.53,-6.77
-0.86,-0.21,0.24,-1.71,84.78,-9.16
-0.87,-0.2,0.26,-3.17,84.59,-11.17
-0.88,-0.2,0.27,-3.42,84.59,-12.02
-0.87,-0.19,0.28,-4.58,83.62,-12.02
-0.88,-0.16,0.31,-7.32,82.34,-12.76
-0.89,-0.15,0.33,-8.54,82.58,-12.51
-0.89,-0.15,0.34,-7.2,83.8,-11.23
-0.9,-0.14,0.35,-6.41,85.82,-10.25
-0.91,-0.12,0.37,-6.71,89.48,-8.85
-0.9,-0.13,0.41,-5.37,92.65,-6.23
-0.85,-0.14,0.45,-2.08,94.79,-3.36
-0.83,-0.15,0.44,2.01,94.12,-2.01
-0.82,-0.13,0.44,5.68,91.0,-1.83
-0.81,-0.14,0.44,9.22,89.36,-1.59
-0.8,-0.16,0.43,13.49,88.56,-1.4
-0.78,-0.17,0.43,14.59,86.73,-1.71
-0.8,-0.17,0.42,13.43,83.19,-2.75
-0.82,-0.17,0.42,11.66,81.73,-3.23
-0.83,-0.18,0.45,8.73,82.82,-3.6
-0.82,-0.15,0.46,5.98,83.98,-3.36
-0.82,-0.18,0.47,4.39,84.59,-3.05
-0.79,-0.19,0.49,2.81,86.24,-2.62
-0.79,-0.18,0.5,-0.85,86.73,-3.42
-0.76,-0.17,0.53,-4.94,85.08,-3.72
-0.74,-0.16,0.57,-8.06,83.19,-4.39
-0.75,-0.14,0.6,-8.36,80.81,-6.1
-0.75,-0.15,0.62,-7.02,78.12,-7.14
-0.76,-0.16,0.63,-5.31,75.87,-7.45
-0.77,-0.15,0.63,-3.36,73.73,-7.63
-0.75,-0.13,0.66,-2.01,73.18,-6.53
-0.75,-0.13,0.65,0.79,71.66,-6.23
-0.78,-0.12,0.64,4.03,68.24,-5.0
-0.76,-0.13,0.64,5.13,67.87,-3.36
-0.71,-0.16,0.65,5.37,67.75,-2.5
-0.68,-0.13,0.67,3.85,64.21,-2.99
-0.71,-0.12,0.68,1.95,59.75,-3.42
-0.74,-0.12,0.66,2.5,54.99,-3.05
-0.74,-0.14,0.67,3.91,54.75,-2.87
-0.71,-0.15,0.68,4.7,57.25,-2.93
-0.71,-0.16,0.67,5.55,56.82,-2.26
-0.7,-0.15,0.68,6.1,54.57,-1.53
-0.71,-0.16,0.66,7.69,54.32,-1.65
-0.71,-0.15,0.64,9.16,54.81,-1.71
-0.71,-0.15,0.64,8.67,56.27,-1.34
-0.7,-0.16,0.63,6.96,56.52,-0.24
-0.66,-0.15,0.64,3.66,54.93,1.1
-0.65,-0.14,0.66,0.67,55.73,-0.06
-0.64,-0.13,0.68,0.49,57.25,-1.71
-0.6,-0.16,0.72,1.46,58.23,-2.69
-0.59,-0.15,0.75,3.48,57.8,-4.21
-0.63,-0.14,0.75,5.86,54.38,-5.55
-0.64,-0.14,0.75,7.69,50.96,-4.52
-0.64,-0.14,0.75,8.79,49.62,-3.42
-0.63,-0.14,0.76,10.01,49.5,-2.81
-0.62,-0.14,0.76,11.23,49.38,-2.08
-0.62,-0.14,0.74,11.23,49.32,-1.46
-0.62,-0.14,0.74,10.5,50.84,-1.4
-0.6,-0.15,0.74,8.79,54.08,-1.53
-0.6,-0.15,0.75,6.23,55.91,-1.34
-0.56,-0.15,0.78,2.99,56.7,-0.55
-0.5,-0.17,0.83,0.37,56.27,-1.1
-0.5,-0.15,0.85,-1.16,51.76,-3.36
-0.56,-0.13,0.87,-0.67,45.23,-5.25
-0.58,-0.12,0.86,2.69,41.69,-4.58
-0.56,-0.13,0.86,5.98,40.22,-3.42
-0.56,-0.12,0.85,7.87,38.88,-2.5
-0.56,-0.13,0.83,10.56,37.11,-1.71
-0.56,-0.14,0.81,13.0,36.01,-0.98
-0.57,-0.18,0.81,13.37,36.32,0.06
-0.55,-0.13,0.77,12.57,35.95,1.4
-0.56,-0.16,0.76,9.4,37.35,1.28
-0.54,-0.15,0.76,5.43,38.94,2.32
-0.52,-0.15,0.78,2.01,41.14,2.62
-0.49,-0.16,0.81,-0.18,43.58,1.46
-0.48,-0.16,0.83,-1.4,43.76,-0.24
-0.49,-0.16,0.85,-1.89,42.54,-1.1
-0.51,-0.15,0.86,-1.65,41.69,-1.04
-0.49,-0.14,0.88,-0.67,42.11,-0.18
-0.49,-0.14,0.88,2.26,42.6,0.12
-0.49,-0.14,0.88,5.07,41.44,1.34
-0.5,-0.14,0.87,7.57,40.47,2.56
-0.51,-0.14,0.85,9.83,39.79,3.91
-0.51,-0.15,0.81,10.62,38.88,5.19
-0.54,-0.17,0.77,7.69,37.41,6.96
-0.46,-0.18,0.77,0.67,38.82,9.16
-0.39,-0.19,0.81,-7.39,42.54,7.75
-0.32,-0.19,0.86,-10.99,43.7,4.21
-0.31,-0.19,0.91,-10.01,44.01,-0.79
-0.37,-0.17,0.93,-5.62,42.3,-4.58
-0.43,-0.16,0.92,0.06,37.96,-5.07
-0.43,-0.14,0.91,3.72,35.52,-4.09
-0.42,-0.13,0.91,5.37,34.12,-2.5
-0.42,-0.12,0.9,7.63,32.78,-1.28
-0.42,-0.13,0.89,10.56,32.47,-0.55
-0.42,-0.14,0.87,12.45,33.33,0.06
-0.41,-0.14,0.86,11.72,34.06,1.04
-0.4,-0.16,0.85,9.64,34.24,1.89
-0.38,-0.17,0.85,7.08,34.55,2.2
-0.38,-0.17,0.85,3.85,35.95,1.77
-0.38,-0.16,0.87,1.77,38.15,0.98
-0.37,-0.16,0.88,2.01,40.16,0.73
-0.34,-0.18,0.89,3.42,40.95,0.79
-0.31,-0.2,0.89,2.99,39.31,0.18
-0.3,-0.17,0.9,-0.12,35.52,-1.22
-0.35,-0.16,0.9,-0.98,31.19,-1.65
-0.35,-0.16,0.9,0.37,29.11,-0.98
-0.34,-0.16,0.9,1.34,29.91,-0.98
-0.32,-0.14,0.93,1.16,29.85,-0.18
-0.39,-0.14,0.9,2.69,26.92,1.22
-0.29,-0.18,0.94,3.78,25.57,0.98
-0.34,-0.17,0.86,6.41,21.3,-1.59
-0.34,-0.17,0.92,2.38,27.1,1.83
-0.28,-0.17,0.91,3.6,25.94,1.71
-0.32,-0.19,0.89,6.1,22.46,0.49
-0.32,-0.18,0.89,2.5,24.96,1.04
-0.33,-0.16,0.9,-0.43,28.2,0.85
-0.32,-0.15,0.91,-1.53,29.36,2.01
-0.31,-0.15,0.92,-2.08,29.42,4.03
-0.31,-0.15,0.93,-2.14,30.58,5.0
-0.29,-0.15,0.93,-1.46,32.47,6.23
-0.28,-0.15,0.93,-0.49,34.0,7.02
-0.25,-0.16,0.94,0.31,33.51,7.69
-0.23,-0.18,0.94,0.61,32.53,7.32
-0.23,-0.19,0.92,0.79,31.31,6.53
-0.22,-0.18,0.93,0.31,29.97,5.8
-0.22,-0.19,0.95,-0.61,30.76,2.81
-0.22,-0.18,0.95,0.31,30.15,0.73
-0.22,-0.18,0.96,0.92,29.05,-0.73
-0.24,-0.16,0.96,0.37,27.4,-1.46
-0.26,-0.14,0.97,0.49,26.61,-1.4
-0.26,-0.13,0.97,1.83,27.47,-0.73
-0.25,-0.15,0.96,3.3,28.08,0.92
-0.24,-0.15,0.95,3.42,27.4,2.5
-0.23,-0.16,0.95,2.2,26.92,4.15
-0.21,-0.18,0.95,2.01,27.28,4.46
-0.2,-0.19,0.95,1.71,27.53,3.72
-0.19,-0.19,0.96,0.0,27.65,2.87
-0.19,-0.19,0.97,-1.53,27.47,1.77
-0.18,-0.19,0.98,-2.08,27.59,0.06
-0.19,-0.18,0.99,-1.71,27.47,-1.34
-0.19,-0.17,0.98,-0.49,26.67,-1.83
-0.21,-0.19,0.97,1.22,25.76,-1.77
-0.19,-0.14,0.97,2.26,25.33,-1.46
-0.18,-0.17,0.97,2.2,27.1,-1.46
-0.17,-0.16,0.96,1.95,26.43,-1.22
-0.17,-0.17,0.96,0.79,24.78,-0.92
-0.16,-0.16,0.95,-1.34,23.56,-0.73
-0.17,-0.16,0.96,-2.99,22.58,-1.1
-0.16,-0.17,0.97,-3.42,23.07,-1.65
-0.15,-0.17,0.98,-4.03,23.68,-1.77
-0.13,-0.17,1.0,-5.25,22.83,-1.89
-0.12,-0.17,1.01,-5.13,20.26,-1.59
-0.13,-0.17,1.0,-2.99,17.64,-2.32
-0.14,-0.16,1.0,-0.31,14.95,-3.36
-0.15,-0.16,0.98,0.61,13.18,-2.69
-0.15,-0.16,0.96,0.92,11.6,-1.71
-0.15,-0.15,0.95,-0.24,10.62,-1.34
-0.15,-0.14,0.95,-2.14,11.23,-0.98
-0.14,-0.14,0.95,-3.3,11.17,-0.61
-0.14,-0.14,0.94,-4.33,10.38,-0.31
-0.14,-0.14,0.95,-6.16,10.38,0.06
-0.14,-0.14,0.96,-8.12,10.13,0.73
-0.13,-0.14,0.98,-8.3,10.07,0.73
-0.13,-0.15,0.99,-6.47,10.86,0.24
-0.12,-0.15,1.0,-4.27,12.39,-0.12
-0.12,-0.15,1.0,-2.93,12.63,-0.67
-0.12,-0.16,0.98,-1.16,10.74,-1.16
-0.12,-0.16,0.96,-0.55,9.16,-1.1
-0.12,-0.15,0.95,-2.62,8.61,-0.92
-0.12,-0.14,0.96,-4.64,6.96,-0.67
-0.13,-0.13,0.96,-5.98,4.94,-0.43
-0.12,-0.13,0.97,-6.35,4.88,-0.55
-0.13,-0.13,0.98,-5.98,5.8,-0.92
-0.13,-0.13,0.99,-5.13,6.41,-0.61
-0.12,-0.14,1.0,-4.27,6.23,0.0
-0.11,-0.14,1.0,-3.48,5.31,0.06
-0.12,-0.14,1.0,-2.93,4.39,0.24
-0.12,-0.14,1.0,-2.26,3.91,0.49
-0.11,-0.15,1.0,-0.61,3.23,0.18
-0.11,-0.15,0.99,0.55,2.5,0.06
-0.12,-0.14,0.98,0.31,1.95,-0.24
-0.12,-0.13,0.98,0.0,1.59,0.06
-0.13,-0.12,0.99,0.31,2.14,0.06
-0.13,-0.13,0.99,1.04,2.32,0.12
-0.12,-0.13,0.99,1.1,2.14,0.37
-0.12,-0.13,1.0,0.0,1.77,0.98
-0.11,-0.14,1.0,-0.85,1.04,1.28
-0.11,-0.14,0.99,-0.98,0.43,1.16
-0.11,-0.14,0.99,-1.16,0.61,0.61
-0.11,-0.14,0.99,-1.89,0.79,-0.24
-0.11,-0.13,1.0,-2.32,0.92,-0.79
-0.12,-0.12,1.0,-2.62,0.12,-0.98
-0.13,-0.11,0.99,-2.44,-0.92,-0.67
-0.13,-0.12,0.99,-1.46,-1.4,0.0
-0.12,-0.12,0.98,-0.43,-1.71,0.67
-0.12,-0.12,0.98,-0.18,-2.08,1.46
-0.12,-0.13,0.98,0.73,-2.75,1.89
-0.12,-0.13,0.98,1.22,-2.75,2.08
-0.12,-0.14,0.98,1.71,-2.5,1.95
-0.12,-0.14,0.98,1.89,-2.56,1.53
-0.12,-0.14,0.98,1.89,-2.44,1.04
-0.12,-0.14,0.99,1.22,-2.56,0.73
-0.12,-0.14,0.99,0.43,-3.36,0.79
-0.13,-0.13,1.0,-0.49,-4.03,0.73
-0.13,-0.13,1.0,-0.92,-4.46,0.92
-0.13,-0.12,1.01,-1.46,-4.7,1.1
-0.13,-0.11,1.02,-2.62,-5.19,1.4
-0.12,-0.1,1.04,-3.72,-5.92,1.95
-0.12,-0.1,1.06,-3.97,-7.2,2.81
-0.13,-0.1,1.07,-3.78,-9.52,3.05
-0.13,-0.09,1.08,-2.93,-11.17,3.05
-0.12,-0.1,1.09,-1.34,-12.33,3.54
-0.12,-0.11,1.09,0.0,-14.28,3.48
-0.13,-0.11,1.09,-0.12,-17.52,3.6
-0.13,-0.11,1.09,-1.59,-21.36,4.52
-0.14,-0.11,1.1,-3.23,-24.54,4.94
-0.14,-0.11,1.1,-4.03,-27.22,4.94
-0.16,-0.1,1.1,-4.58,-30.15,5.37
-0.17,-0.09,1.11,-5.68,-32.65,6.35
-0.17,-0.09,1.11,-5.98,-34.12,7.2
-0.17,-0.09,1.11,-5.74,-35.28,7.08
-0.18,-0.08,1.12,-5.25,-36.74,7.57
-0.19,-0.08,1.12,-3.91,-40.1,9.22
-0.2,-0.1,1.1,-2.2,-43.7,10.62
-0.21,-0.1,1.09,-1.77,-45.47,10.93
-0.2,-0.1,1.08,-2.2,-46.63,11.05
-0.21,-0.11,1.06,-2.81,-48.52,11.47
-0.23,-0.12,1.05,-4.21,-49.68,11.05
-0.24,-0.12,1.05,-6.23,-49.32,10.01
-0.23,-0.12,1.05,-7.63,-49.56,9.34
-0.24,-0.12,1.04,-7.87,-50.84,8.79
-0.24,-0.13,1.03,-7.81,-52.06,8.0
-0.25,-0.13,1.03,-7.45,-53.1,7.02
-0.26,-0.13,1.01,-6.23,-54.81,6.65
-0.27,-0.13,1.0,-5.25,-57.43,6.41
-0.27,-0.12,1.0,-5.86,-58.96,5.86
-0.28,-0.12,1.0,-7.32,-59.57,5.62
-0.28,-0.11,1.0,-7.63,-60.42,5.19
-0.28,-0.09,1.01,-7.02,-60.42,4.52
-0.3,-0.08,1.0,-5.0,-61.65,4.15
-0.32,-0.07,1.0,-1.83,-63.78,4.46
-0.33,-0.05,1.01,2.08,-63.66,4.58
-0.35,-0.04,1.02,6.41,-63.48,5.68
-0.35,-0.04,1.0,11.6,-65.73,7.87
-0.36,-0.05,0.99,16.85,-67.32,9.77
-0.36,-0.06,0.97,21.36,-67.57,11.84
-0.35,-0.08,0.96,24.35,-67.81,14.22
-0.35,-0.09,0.94,26.55,-69.76,15.38
-0.35,-0.1,0.93,27.34,-72.33,15.56
-0.36,-0.11,0.92,27.53,-74.52,14.71
-0.39,-0.14,0.89,28.32,-76.72,14.04
-0.4,-0.14,0.89,26.49,-77.58,13.98
-0.39,-0.16,0.88,23.8,-78.06,13.31
-0.39,-0.17,0.85,21.61,-80.26,11.96
-0.38,-0.18,0.86,17.46,-81.54,9.77
-0.41,-0.19,0.85,12.94,-83.25,6.96
-0.43,-0.18,0.85,8.0,-86.43,6.23
-0.45,-0.18,0.85,3.72,-88.26,5.74
-0.47,-0.16,0.86,0.06,-89.29,5.31
-0.48,-0.16,0.86,-1.71,-89.84,4.52
-0.5,-0.15,0.86,-2.01,-91.37,4.82
-0.5,-0.14,0.87,-1.95,-92.71,5.43
-0.52,-0.12,0.86,-0.24,-94.24,6.16
-0.54,-0.12,0.84,3.23,-96.37,7.26
-0.55,-0.13,0.81,7.02,-98.21,8.85
-0.56,-0.13,0.79,9.28,-98.75,9.89
-0.56,-0.14,0.77,10.01,-98.88,10.8
-0.55,-0.15,0.76,10.31,-100.28,11.17
-0.55,-0.17,0.74,10.07,-101.93,10.74
-0.58,-0.17,0.72,10.13,-103.21,9.64
-0.6,-0.17,0.72,9.34,-102.42,8.0
-0.62,-0.16,0.71,9.34,-100.59,7.14
-0.61,-0.18,0.7,9.09,-99.91,7.32
-0.62,-0.17,0.69,7.26,-100.52,7.51
-0.64,-0.17,0.69,6.04,-101.38,7.75
-0.66,-0.15,0.67,8.48,-102.54,8.06
-0.67,-0.16,0.63,11.72,-102.42,8.24
-0.68,-0.16,0.61,13.43,-101.07,8.61
-0.69,-0.16,0.59,15.32,-100.52,9.09
-0.7,-0.18,0.56,16.85,-99.37,8.91
-0.7,-0.2,0.52,16.85,-99.12,8.97
-0.68,-0.23,0.53,13.12,-99.18,9.03
-0.69,-0.22,0.5,8.79,-99.79,7.81
-0.7,-0.23,0.48,5.19,-102.78,6.84
-0.73,-0.23,0.45,2.01,-105.35,6.04
-0.76,-0.21,0.44,-1.16,-104.43,4.64
